REVIEW_ID,review_text,review_date
880492612_7279109,"We didn’t want to leave to go home! The staff at this hotel could give lessons in hospitality and customer service. They never say “no” to a request big or small. Jared and Tom have made us feel like family. Not only are the rooms comfortable and clean but the atmosphere is more than welcoming. We are genuinely sad when it is time to leave the facility with a perfect location plus expert, caring employees.",2/28/23
861749621_13455262,"wedding Loved the hotel and everyone was so helpful especially one housekeeper Donna. Clean rooms, lovely breakfast buffet. Nice quiet area. Would stay there again in the future. And will recommend this hotel to friends.",9/24/22
871730898_2174846,"Great place to stay We just finished a three-night stay and really liked it.  The views from the room and pool area were amazing.  The staff was excellent and if you are fortunate enough to have Executive Lounge access, I bet you'll love the breakfast.  We also found the staff to be very helpful.  The rooms were very clean and spacious.  It's not near many tourist destinations but Uber is very easy to manage in Panama City.",12/14/22
907592162_75444,Nice hotel This hotel was really nice.  My only complaint was the restaurant being seriously over priced for what they offered. You’re better off going across the street to McDonald’s for an egg McMuffin. But the room was clean and spacious. Comfortable bed.,8/3/23
862918613_247698,"Could use some updating, but clean Our room was clean and smaller than most La Quintas where we usually stay.  It was clean and provided what we needed.  The room could use some updating.  The tub was chipped and the caulking around the toilet did not look professionally installed.  The fabric chair had been clawed (but i expect this from a hotel that allows animals....and we DO have an animal.)  Pets stay free.  Front desk was friendly and efficient.  Grounds are nice.  A little pricey!",10/2/22
874703855_2253238,"Helpful staff and clean rooms Stayed 2 nights near the end of the year in 2022. Seamless check-in and check-out. Room was fairly modern and spotless. Didn't use the amenities there since it was such a short trip, but it's good for a no-frills stay. I would stay again while on business.",1/10/23
923508875_89495,Thank you Stephne GREAT SOOOO MUCH YOU ROCK!!! I will be back thanks to You!! Thank you so much!!! Your customer service skills is natural. We are so satisfied with Stephanie at the front desk and definitely will be back. The room was beautiful to say the least and the view is Devine.,10/29/23
878732228_217295,Great Staff! Excellent Service! Kevin #1 Our stay at the Grand Bay was just AWSOME . Beautiful room with a g rear water view. We met a great employee -  Kevin from engineering  - who was very professional and immediately took care of the room door lock Issue - No problem!  He had such personality and made us feel very welcome.  When the staff is this good - it just makes for a great stay. Will definitely stay at The Grand Bay next business trip!,2/14/23
902476215_126094,"Great ocean front hotel My wife and I with our 12 year old son stayed at the Silver Cloud Mukilteo for 2 nights in July 2023. 
We were absolutely delighted with the whole stay. The staff, the room, breakfast, parking, etc were all top class.
We had an ocean view suite which was roomy, clean and fresh. The windows could be opened so that the sound of the ocean filled the room - it was wonderful.
We thoroughly recommend this hotel.",7/12/23
890058021_275398,"Under promise Over deliver. Top choice for locale, convenience, quiet, and great service! We chose this property, because of its close proximity to the hospital where I was having surgery the following day. I'm a huge Hampton Inn fan; however, I've had some less-than-acceptable experiences at other locations this past year. This property, staff, amenities, and all else were top-shelf! I couldn't have asked for a more comfortable, quiet, clean room to rest prior to surgery. My travel partner enjoyed the breakfast, as usual, and the convenience of the valet, location, and views were all up to par.",5/12/23
864743229_23228472,"Pendry=Dour Seasons We would normally stay at Four Seasons but we will now consider Pendry Hotels for our next couples getaway.  The room was very luxurious, the bed was sublime, endless hot water, and the bar had a good of not refined vibe.",10/16/22
864743229_23228472,"Pendry=Dour Seasons We would normally stay at Four Seasons but we will now consider Pendry Hotels for our next couples getaway.  The room was very luxurious, the bed was sublime, endless hot water, and the bar had a good of not refined vibe.",10/16/22
924355750_93030,"No coffee We stayed here free through choice hotels reward night. 
The rooms were clean & remodeled. The lobby needs a remodel. The coffee machine was broke for breakfast. There were guest hanging around outside by the rooms at 11pm. The breakfast was eggs, sausage, waffles, toast, cereal & yogurt.",11/3/23
895359242_113213,Average Accommodations in Big Bear Interesting property that was sufficient but needs to be upgraded and needs attention.  Room was large and comfortable but property was outdated and layout did not make sense - a lot of wasted space that could be used to update the property.  I had no issues while there but it was not memorable.  I did like how close it was to the village - walking distance to many great shops and restaurants!,6/15/23
894182227_578519,Ok - not worth the price We chose this hotel for the pool/hot tub. The pool was open but it was one of the smallest hotel pools we have ever seen. The hot tub was closed. Breakfast wasn’t great. The room wasn’t terrible but for the price we paid we expected better. Bed was comfortable.,6/9/23
868942546_236288,"Friendliest Staff When in Boise/Meridian, we stay here. The service is great, the rooms are clean, and we love the location. You'll always find a cleaning cart down your hallway if you just want to exchange towels. The property itself is in a great location, right off the freeway.",11/18/22
900899381_96471,"Great Hotel and Reasonably Priced I was on a business trip at the end of June 2023 in which I  needed a hotel for two nights. After a horrible experience at the Howard Johnson in Harrisburg on the first night I went to look for another hotel. I had stayed at the Penn Harris in Camp Hill in February of 2023 when I attended the Great American Outdoor Show and I had a good experience. So I went to the Penn Harris and again had another good experience. The rooms are reasonably priced, the staff is friendly, check in was easy. The rooms are a little dated but extremely clean and everything worked. In my opinion, anyone giving this hotel three stars and under has never really stayed at a bad hotel. I would definitely stay there again!",7/6/23
876447749_12031568,"Modern, clean, nice hotel with decent breakfast Hyatt Place Verona is a great choice.  The hotel is in great condition, has a nice pool, nice workout room and decent breakfast with eggs, biscuits and gravy, sausage links, yogurt and oatmeal.  The rooms are above average in size with comfortable beds and pillows still in good condition.  Rooms have a mini fridge and a nice sink area with plenty of room to put your toiletries.",1/26/23
924566066_296713,Great time! I stayed here for my 20th year anniversary with my wife and we are so happy we picked this hotel to celebrate it. The room was spacious and very clean with daily service everyday. The lobby and public areas were very well kept and the service overall was just spectacular. We will definitely be returning to Hotel Víctor anytime we come back to South beach. Ricardo had excellent service !,11/4/23
867087552_8553452,"Fall ""Road Trip"" through the Eastern Shore Region Stayed at the Fairfield Inn & Suites in Easton, MD for the 2nd & 3rd nights of our 10-day  trip.  It's central location provided us with easy access to city shops & restaurants, St. Michaels, Tilghman Island, a nice, 10-15 minute ferry from Bellevue to Oxford, etc.
Our room was clean, quiet, and well-equipped.  The morning breakfast buffets offered plenty of options and satisfying.
Our stay was made special by Sarah upon our arrival and throughout our stay with her friendly manners, information, and referrals.",11/3/22
922172961_7363131,"GOOD NITES SLEEP A little road noise, stay on river side of hotel facing east. The breakfast was OK. The internet was excellent. The workout room was OK. The staff was good. Overall easy to get to and reasonable value.",10/20/23
878306505_1225443,Jared was great Jared was very excellent checking me in. He was very prompt and answered all of my questions. If I needed to contact anyone about anything he was able to assist me. I also love the room it is very comfortable,2/11/23
893298955_90500,"The new parking system is not good.  I stay here once a year and I always like it.  However, they have changed the parking policy.  There is an adjacent parking ramp and you use to be able to rent a space at the front desk.  Now the hotel can only rent out a few parking spaces on the lower level.  

I said, but I know my slot number, can't you reserve that space for me?  

""No, the city prefers you to park on the lowest level.""

""I was just there, there are no spots on the lowest level.  Can I reserve the space I am in?""

""Well, the city prefers you to park on the lower level.""

""What does 'prefer' mean?  Will I be ticketed if I park somewhere else?

""Probably not, but I can't guarantee it.""

If you don't think this exchange is worthy of a four-star review instead of a five, then you have more patience than I do.

One other small note, the rooms are clean and well-furnished. However, there is not a single USB charging port in the room.",6/3/23
888089491_96980,Perfect place to stay close to the airport with a free shuttle. Very nice hotel with great rooms and service. The free shuttle to the airport (10 minutes away) is super convenient. I would stay again. Bed was very comfortable. AC unit in room a bit loud. Make sure you pull the dark shades unless you want to have a sunrise wakeup. Shower was nice and big and the bathroom even had 2 sinks- perfect for couples trying to get ready at the same time.,4/28/23
886125744_4741034,"Could have given a 10 Welcoming and pleasant Staff, complimentary breakfast, nice room and complete essential appliances in room.  But we checked in and there was no hot water for showering (and we had to call for assistance).  Then day after, we had our room and used towels untouched for room maintenance, disgusting.",4/13/23
902453996_8631852,Love this hotel! We love this hotel and stay here every time we’re passing through this area! Our room was clean and comfortable and the staff here are professional and friendly. Breakfast was great with real plates and utensils and plenty of options! We highly recommend this hotel!,7/12/23
927640979_23760011,"Amazing stay Very modern resort with a luxurious lobby.  Our room was spacious with ambient lighting and top of the line accessories. Greta food choices with many restaurants serving vegan options. Both the UVC  and the resort staff were very attentive, friendly and catered to our every need. Special thanks to Pedro, the beverage manager who went above and beyond to ensure that the Xhale bar was stocked with what we drank. His staff at the bar were phenomenal. Kudos also to UVC staff member Vicky and the resort manager. This resort will definitely be on our list for a return visit.",11/27/23
916036616_23461337,"Great hotel very close to Newport This Middletown Hotel is about 10 minutes from downtown Newport. It has been newly renovated by Hyatt.  Less pricey than the Newport hotels. 

The lobby and ancillary common rooms are lovely and comfortable.  Very happy with our 2nd floor room 243.  It was spacious with two queen size beds.  Our friends had a somewhat smaller room on the first floor with two double beds.  There is no elevator - and that's fine!  If you live in a two story home, it's like walking upstairs.  

Illy coffee maker in the room or, if you prefer,  complimentary coffee in the restaurant.

The front desk manager, Toni, is terrific!  She and the other staff members were accommodating and friendly.",9/11/23
864170394_103354,"Clean, Comfortable, and Great Service Super clean rooms and the most comfortable bed and pillows. It feels like luxury accommodations on a budget.  Bathroom and shower very clean.  Service was fantastic from the moment I was greeted as I walked in, to excellent recommendations for dinner, and checkout the next morning.",10/11/22
926288239_80562,"Fabulous front desk and beautiful hotel & grounds! After reading reviews I was skeptical, but the front desk put all of that to rest quickly! The shuttle driver was fast and courteous and check-in was a breeze. I am staying on 2 reservations and they were able to link them so that I am in the same room. All I have to do is go downstairs and provide my card today. Easy-peasy!

The room was recently remodeled and has a very comfortable bed. It also has a refrigerator, Keurig, and complimentary water. The front desk clerk made sure to tell me to let them know if I needed more coffee. 

The grounds are beautiful and they provide a shuttle to nearby restaurants. I would most definitely stay here again!",11/17/23
915573899_596030,Keyars I am a frequent guest at this hotel i alwashave a Great stay. Rooms were clean. Excellent service at the bar from keyara she is the main reason I stay at this hotel when I am working in the area. I highly recommend this hotel to anyone staying in the Charleston sc area,9/8/23
889076281_124205,"Great stay  Very clean room,breakfast was great and Raven was exceptionally friendly and professional! Answered all our questions with a smile. She was very knowledgeable of the area and recommended great restaurants. She made us feel comfortable. We will return.",5/5/23
868205691_73935,"Great hotel for a great price We made a same day reservation during a road trip and were very pleased.  We called the hotel to secure the reservation approximately 2 hours before arrival.  When we arrived, the clerk was very pleasant answering several questions and giving us local dining suggestions.  Our room was clean and comfortable, and breakfast was good with many options.  Definitely would stay here again.",11/12/22
883115465_1175195,"Lovely, clean hotel Very nice, clean, large rooms. Friendly staff at check-in. Will definitely stay again. That sums it up but since this review requires 200 words, I will keep typing until I have finally typed out 200 wo",3/22/23
883553367_252468,"Traveling with Four-legged Family After a long day of driving with my two cats we were happy to get to our hotel for the night.  I was on the lower level of the hotel in a completely refurbished room. Very nice and extremely comfortable.  Designed with pets in mind, there were no potential hiding places for my cats who had never stayed in a hotel and were a little scared.  I was able to let them hang out get comfortable and not worry if they would disappear underneath the bed or behind a dresser.  I plan on staying here on return trip as well.",3/25/23
864312239_16409940,"Excellent downtown Kansas City hotel A fabulous hotel in the heart of downtown Kansas City. Free tram line station located directly outside front entrance. Rooms were excellent and customer service staff very friendly and helpful. Great location in regards to downtown restaurants, museums and City Market. Would highly recommend.",10/13/22
918182384_235232,Good room for price and close to new orleans Bed was really comfortable. Room was spacious. Needs some updating. Only bad thing was bathroom door kept locking when shut. Looks like its been a problem for a while as lock was rounded out. Used my pocket knife to get it open. Left door open after that. Also dont like being charged for incidentals. Just put a hold,9/24/23
873887228_472047,"Clean and comfy We stayed here one night on our travels down the Big Sur. We were checked in by a friendly guy on the reception. Our room was a good size, well kept and clean. The hotel is nice not quirky but very conference standard and clean. 

We enjoyed dinner and breakfast in the hotel food and service both great. 

Also had a massage although very expensive was really good. 

Easy to walk to the wharf and cannery row.",1/4/23
921873851_77320,"Perfect Location My husband and I stayed here for 2 nights.  and the room was very clean and comfortable.  The breakfast is nothing to write home about, but the cafeteria was clean and well maintained. Location of the hotel was perfect since restaurants and shops were right across the street.  We will stay again.",10/18/23
927649187_816493,"Don't stay anywhere else!! This is an excellent place to stay!  The staff go above and beyond to make you feel comfortable.  The rooms are very clean, and the beds are great.  I've recently done a lot of traveling, and have not found a better hotel than the SpringHill Suites in Fresno.",11/27/23
905322886_103166,"This hotel was the right choice for my stay. I like this hotel. Having four burners on the cooktop, as opposed to two, made life less painless.  Having more than one elevator in a property this size is an attribute I appreciate. It’s surprising many comparable properties have only one. Chenetta did a wonderful job placing me in a room that met my requests. She is persistent in customer satisfaction.  I appreciate her professionalism & going the extra mile to accommodate me. I will stay here again.

-Bass",7/24/23
881103491_223453,"Good Stay The room was clean except for the carpet. Bed and pillows were very comfortable. We were there with 29 family members and there was lots of space to play! Volley ball, basketball, bean bags and of course pool & hot tub.",3/5/23
887969408_285785,"Great hotel in a great location. Very nice hotel in a great location. Easy to get on and off the freeway with plenty of restaurants within walking distance for lunch or dinner. Sky, Desk Clerk, was a pleasure to deal with while checking us in and very friendly. Room and bathroom was very clean and everything was in good working order. Bed was very comfortable and slept like a baby. Left early in the morning so didn’t have breakfast. All in all a great 1 night stay and wouldn’t hesitate to stay here again.",4/27/23
906282534_224505,"Solid option.... This was our first night of lodging while exploring South Dakota, and we were pleased with the experience. 
After viewing the Corn Palace; we stopped in and had a welcoming and efficient check-in.
The facility is clean and well-maintained; with our room being comfortable and providing a comfortable retreat, after a long day of travel. 
The complimentary breakfast was very good; with a decent variety of items from which to choose, helping to start one's next day on the road. 
If we find ourselves back in the area, this is definitely a solid option for a return visit.",7/28/23
860420711_97580,"Wonderful staff, comfortable room We were traveling with my son’s soccer team for a tournament in Charlotte North Carolina. This hotel was clean, comfortable, and the staff were very friendly and helpful. Great stay!  We enjoyed the complimentary breakfast and coffee.",9/16/22
900399108_1595852,"Good Place to Stay in Woodstock We stayed here on a Friday night as we were on the way south. We chose a room on the odd side of the hotel away from Route 81 noise.  We had a perfectly quiet night sleeping.  The room was clean.  The bed was comfy, but the pillows weren't the best.  
I did use the hot tub, which was good-but there was a large group in the pool so I didn't use that.
The shower had excellent pressure and hot water.  Breakfast was extensive, but hubby was not a fan of the eggs and potatoes at all-and ended up switching to waffles-which were good.
We travel a lot, and felt that this hotel was overpriced for the general Hampton line, and we used AAA. But...it was also our choice to stay here and pay the price-which we willingly did!
Woodstock is a super cute area, and we enjoyed our brief stay.",7/4/23
921171611_3513974,"The Great Staff at the Hyatt El Segundo, Ca. Just for the record we’ve stayed at the Hyatt Place El Segundo before..everytime is a great time! The rooms are clean, bathrooms clean, breakfast is great too! I want to Thank the staff for always attending to our needs..A special thank you to Derek Jaughn for his professionalism, kindness and care of us and all the Customers who walk up to the front desk he’s awesome! Thanks Derek!",10/13/23
882339930_249903,"Overnight stay Rooms clean, but no soap or body wash. Entry light not working. Restaurant not open as advertised. Short staffed. Check in staff (1) very pleasant, and accommodating. Breakfast good. Airport shuttle driver excellent and informative.",3/15/23
923578714_1550490,"beautiful the property is beautiful! all the rooms are grand. the food is really good, the spa is amazing! all the staff is helpful. it’s great for all ages. i had my wedding there so we ranged from ages 3-75 and everyone had a blast!! and wants to go back",10/30/23
881111634_8844473,"Poor service 1st time visiting Disney and wanted to stay close-by without the outrageous price.

Rooms are decent-King wirh pull out but service is lacking.

Not very helpful wirh giving any further insight on Disnet (even though they are a partner).  Book your shuttle early (part if the perk for stsying( but they don't tell you to book adap or else you're stuck with whatever times are left.",3/5/23
880577569_96092,"Very pleased! The location is perfect! Beach access right across 90, a short sidewalk walk to MS Aquarium, fine dining next door, and a Shaggy’s right out the door. The hotel had ample parking, felt very safe, and the staff was so very nice during our stay. Our room was spacious and clean and bed was comfortable. The hotel has lots of common space for gathering and even a firepit area. There is a bistro in the lobby but we didn’t use it during our stay. We would definitely stay there again.",3/1/23
926447184_1174685,"Brooklyn Is A Vibe I'm a Marriott kind of guy, and Aloft is my kind of chain. Love the boutique style of rooms and hotel amenities. Vibes are more chill and less corporate than other brands. The hotel is near a lot of subway stations, so it is easy to get to Manhattan for any tourists visiting NYC. The hotel has a nightclub on the roof, so the higher your room, the higher your chances of hearing the bass to ""Drop It Like It's Hot"" bumping in the hallways.",11/18/23
895502025_101963,"A Good nigh of sleep This is a first class hotel.  My room was excellent and I had a good night of sleep.  My room was clean and everything worked as it should.  I found the breakfast below par.  The price was fairly high, but Portland is expensive.",6/17/23
910422499_3580899,"Nice and bad Room very clean and confortable even if it was small. Well situated but no parking (the parking is at 16 minutes by walk). Breakfast very good and diversified. Absolutely no power in the shower (took about 30 minutes to shower, i've never seen that in my hole life).",8/15/23
888233547_14793667,"Best place to stay in Amarillo and here’s why. The pillows were the most amazing pillows ever! i wanted to take them home, the staff was incredible, so friendly and helpful and seem to live their jobs. The room was amazing, the bathroom to die for we loved our shower and the shower head, they have these amazing body wash shampoo and conditioner dispensers I hadn’t seen before anywhere else.  Plus my husband and I want the bed for our own home! Literally we took pictures to be able to find It. After days of crappy uncomfortable dirty hotels this place brought us rest and joy, we want to come back and visit asap! Truly non of this is an exaggeration, the amenities, the food, the gym. All so well done and really makes for a wonderful stay. If you’re in the area this should be your first pick! We also felt the price was incredibly reasonable and they allow pets! Just a 25 dollar pet fee you get back if your dog doesn’t damage anything and ours didn’t at all!",4/29/23
866188158_3580996,Very nice stay Staff was very friendly and helpful. Rooms were clean. My son had brought his Nintendo switch for us to play on the tv. The gentleman at the front desk was able to come flip some switch the tv so we could play.,10/27/22
908406961_320079,"New Orleans trip Everyone was super nice and the room was adorable. Our toilet wouldn't flush on the last night but the front desk offered us another room or to wait until the next morning for facilities. We opted to wait because it was late and we didn't want to pack up the room. It took awhile for someone to come up in the morning, but when they did they were the nicest and got it fixed super fast.",8/6/23
876225569_110846,WONDERFUL EXPERIENCE loved staying here very clean wonderful people good prices! Loved the comfy feel of the rooms the room was clean and tidy loved the room given to us would definitely reconnect to friends and family!!!,1/24/23
874071748_610763,"My go to Hotel in GB! Always the best staff!! Hot tub time is great! Rooms are big and comfy! Located close to so many restaurants, stores and sports arenas. Entryway is clean and breakfast is a good variety. It is easy access to the Hwy as well.",1/5/23
906544921_1438818,Great rooms We stay at this hotel whenever we go to a concert because the rooms are great for the price and location.  Hotel staff is very nice and helpful and are always willing to assist you. Everything you need is within walking distance.,7/29/23
875351910_240061,"Great Stay! Great Value! I have yet to be disappointed by the Double Tree by Hilton, Santa Ana. Their rooms are always clean, nice layout, and the extra perks of home baked chocolate cookies, complimentary water and parking always adds to my stay. Any time I am in the Orange County area for business, I choose this location. I highly recommend all weary travelers who come for business or fun, stay at the Double Tree.",1/16/23
926881937_16859065,Great hotel - close to aquarium attractions  Great hotel- beautiful building. The staff were very kind. Tiffany at the front desk was very helpful when we checked in. Rooms are clean and comfortable. It was a great location for the airport and also the aquarium and other attractions. Some nearby restaurants also. Would love to stay again!,11/22/23
918157352_8869826,"Amazing stay This was an amazing hotel. The room was clean, spacious, and inviting. The bathroom was wonderful and had everything that I needed. The pool was inviting and perfect. Front desk staff was friendly and welcoming. I would just like to see them allergen friendly breakfast choices. Close to beach and lots of restaurants.",9/24/23
914445741_513075,"Great Experience  My family and I had a nice experience at the Intercontinental Hotel. The room was top tier down to the service. We did have a small issue with breakfast, that was easily rectified.  Before leaving we had a great encounter with the bells man Mr. Melvin Gilmore. He provided exceptional services to us prior to our departure. I highly recommend this hotel.",9/2/23
890845574_89626,My first trip to Massachusetts The room was big and clean. The free breakfast was very good. They had a good variety of food.  The staff was friendly and helpful.  Sam did a good job. They pool was closed for renovation( those things happen). The exercise room was nice. The price was reasonable.,5/18/23
912235471_98856,INCREDIBLE HOTEL Hotel was absolutely amazing period the staff was top-notch period the rooms were extremely clean period the food at the restaurant was amazing as well period and the location is Central to everything and Fort Worth period came for a Broadway show and I will be back soon.,8/22/23
879775842_14947964,"Melissa’s Sandman Welcome made my day! It was a tough day at the airport — lots of flights cancelled, delayed including mine. I managed to get a flight home a day later than planned — Thanks to Melissa concierge / Front Staff at the Sandman, a warm welcome, serene room and a great meal at Moxies’s made a frazzled day calm.

Thank you Melissa for being kind, helpful and a great host! 

BTW Foodies, if you haven’t been, Moxies’s has a decent vegan/vegetarian menu!",2/22/23
870534529_95891,Lovely stay Ashland hills hotel is in beautiful Ashland Oregon. The grounds are lovely and the rooms are clean and spacious and tidy. There is a hot tub and pool which is not heated in the winter but it’s great for doing cold plunges after a hot soak. Doing this actually got rid of my debilitating chest and back pain that I had had  for over a year. The breakfast bar is upstairs and there is lots of room but if you’re not really into carbs don’t expect to find anything to eat as they only offer cereals waffles yogurt fruit and English muffins a sausage and cheese or egg and cheese. I asked if they could just make me hey sausage and egg patty but they seemed irritated and after that seemed irritated every time I was in the breakfast room. The breakfast staff was not very friendly but the rest of the stuff always was. The coffee was excellent though! There is also a weight room That doesn’t have that much going on just a lot of the same machines but overall I stay there was very nice.,12/3/22
900392311_1237680,"Most Movie Channels This hotel had the most movie channels of any place I have ever stayed in. Room was clean although a little musty but AC helped. The bed was a little soft and the pillows were much too soft, like most hotels. Breakfast was typical Hampton Inn. No surprises bad or good.",7/4/23
913566212_5600278,"Well Don1 Reserving rooms with points has not always been a great experience - you guys nailed it - this was a celebration for a friend and turned out AMAZING!!!   Room was large and clean , and was upgraded to a view when I mentioned the celebration!",8/28/23
868061186_11638838,"6 great days My wife were visiting some friends and we stayed at TownePlace for 6 days, We had a superb greeting upon arrival. Room was very clean, we had a small issue with the TV but the problem was dealt with within 20 minutes... Nice a very quiet during the night. We will definitely rent there again",11/11/22
919821124_8316858,"Great stay Great hotel. Location perfect in downtown. Room and bathroom clean and fully equipped with all necessities and very comfortable. Staff very polite and helpful. Highly recommended. To my personal opinion cushions were too soft
We got a free welcome drink and the room was stuffed with sneaks and water
All in all great experience",10/4/23
924920736_530483,"JUST GO AND ENJOY! It was my first time at the Hilton as a resort and we really enjoyed it. 

What I mostly really appreciated was that ALL the  staff is kind and smilling and that they really want to make you feel priviledge and welcome. 

The rooms are clean and correct, the beding and mattress is what we expect from a Hilton. 

The architecture is beautiful,  the beach is fine a little rocky, if you explore, there are other beaches around if this is your main activity. 
The resort activities are great, on time and perfect for everybody. 

I wanted to extend some special thanks to Juan the yoga teacher, Samantha Hildalgo for her attention and smile, Jesus Aguilar for making it possible to go on a tour in short delays. Victor and so many other waiters at the Spice who are kind and smilling. The food quality is great at all places throughout the resort.

Their could be an improvement in the house wine red and white. 

As for the rest, the location is great you can do in and out of the hotel feeling very secure to explore Playa Del Carmen which offers more than the 5th avenue. 

We will definately go back.",11/7/23
920518080_73842,Hatfield and McCoy's  Nice room. Hotel was too far away from where we wanted to go to walk and trams took too long to wait so we took car instead along with 1 million other people. It takes 30 minutes to go 1/4 mile so leave early for the shows.,10/9/23
871842887_6557948,"Great experience. Jennifer at check- in was super nice and very helpful.  The room was clean and the staff were very friendly. 

The new TV system was very up date and easy to use. 

I'll definitely stay here again soon.",12/15/22
927484290_11931936,"Clean and spacious This was one of five hotels we stayed in during our travel for the Thanksgiving Holiday. It was clean, comfortable and the room spacious. We utilized the kitchenette which was well equipped. We rated this four stars because the bed was springy. I also prefer a plush pillow and the pillows were flat. The bathroom and shower were nice, although the layout was a little awkward by comparison to some of the other hotels we stayed in during our visit.",11/26/23
886459915_309171,"Amazing We were happy and completely satisfied with the accommodation. From the reception, cleaning of the rooms, fantastic breakfast. We will come back for sure, I recommend This hotel is close to Albany and has a tranquility in the neighborhood that is perfect",4/16/23
921123245_608410,"Vacation We stopped.on our way to the beach. Staff was very friendly and the room was clean and accommodating. Breakfast was really good. We liked that checkout was at 11. Everything needs was accessible.i.e. ice, snack, drinks. We would stay again.",10/13/23
902727254_235286,"Nice hotel, large & clean room. Nice lobby, large room with couch area. Clean. Furniture was a bit scratched and dinged- about time for replacement. Only the “up” button worked for the elevator on our floor. Missed breakfast because we overslept due to getting back to the hotel super late after a traffic jam leaving the concert we were in town for so unfortunately can’t review that aspect. The limited interactions we had with staff were pleasant and helpful. It was a nice place for our quick trip.",7/13/23
883032805_98356,Better stay newer rooms Roadtrip stop to Colorado. Finally a friendly nice person at check in. Very accommodating to our needs. Room was a newer one and it was great. Dennys and Wendy's right on sight. Will definitely be coming back.,3/21/23
879208845_13355698,"Another jewel from the Hilton chain. This is a great location right off the interstate but not in a busy area. Restaurants were just a short drive away. Hotel and room were clean, as expected. Breakfast was included and was a traditional hotel breakfast. Price was comparable to other hotels of the same class.",2/18/23
902918700_13884675,"Nice Visit Nice place. Room was very nice. I have only one complaint. I like a good morning shower, and the shower at hotel was poor. Pressure and temperature left something to be desired. 
Other than that, no issues at all. 
The city is beautiful, decent places to eat. Fredericton is a nice city to visit.",7/14/23
892377912_2340302,"Good 5 days in Charleston Very nice hotel, now being renovated too. The carpet in the hall was replaced on the 4th floor while we were there. It was not a disruption.
GREAT breakfast staff. They even found some gluten free muffins in the kitchen for my wife. Super friendly too.
The room was nice and cleaner than most.
Be advised: If you are staying multiple days, they do NOT do any daily servicing of the room. You will need to ask for anything you need (towels, coffee, etc.) They will not tell you this when you check in.
There is some noise from approaching jets landing in Charleston, it can be loud but does not continue late into the night.
Overall I would recommend.",5/28/23
928576416_25137278,"Good for one night between flights but...... Stayed two nights between  connecting flights. Clean rooms of a good size. Staff very friendly and helpful. Airport transfers fine after some initial communication issues. You will  need  Whatsapp to communicate with the hotel ( common in South America)
This hotel  is not quite the standard of others I have used in the group, mainly due to;
No information documents in the room, e.g. how to set the room safe.
Only two coffee pods provided for the duration  of the stay. Extra can be purchased which seems poor service to my way of thinking. There is a machine in the lobby with a variety of coffee styles that I believe may be free??
The noise insulation from outside (traffic, planes) could have been  better.
The restaurant is quite good for dinner and excellent for breakfast. The dinner choices are limited but vegetarian and vegan options were available.
The pool area is fine given the hotel location in an industrial zone close to the airport.
The hotel is in a compound secured by an electric fence and full time security that some folks may find a little daunting.",12/6/23
916198231_19120529,"Great location When we checked in, it was quick and efficient. Love the colors of sofas in reception room.  Nice, open and inviting.  Rooms are large and bed was really comfortable.  Sitting room as well with 2 large TVs and a work desk separating the areas.  Love the high showers and shower doors.  Overall super happy.  Didn't have any shower gel, but was rectified immediately.  First time here and no complaints. Restaurants are near by and a great location to DFW airport. Breakfast had its normal offerings.",9/12/23
922357089_8938665,"Beautiful hotel, horrible sleep experience The hotel is gorgeous and location is great.  We were unable to find the breakfast location because we were never told, nor did it say in the room, where pre-paid breakfast was located.  Air vent made horrific noise all night—couldn’t fall asleep because of it and every time it came back on it woke us up.  Parking is nice for extended stay.  Room was clean.",10/21/23
893366965_4544861,"Great Hampton Inn  I smiled from the minute I arrived until I left. The Inn is clean, friendly and helpful staff that always work well together. My room was clean and very comfortable! I went in the whirlpool and pool swimming 3 times. The breakfast buffet is excellent. Valentina was friendly and she puts out fantastic food! Ozzy,Louie, Ray, Charlie, Enrique, Chris and Valentina all working and great with customer service. I love this place and visit at least 3 times a year.",6/4/23
886531365_608248,Great Value and Wonderful Room. Very conveniently located off the freeway with easy access.  Room was spacious and clean and staff were very friendly.  A good solid breakfast was available.  There was a nice selection of restaurants nearby.  I'd stay here again in a minute!,4/16/23
926181424_3572384,"Good hotel - lots of positives but one big negative This is a very nice hotel. Room was spacious and comfortable. Full breakfast was very good. Location is excellent - lots of good restaurants within a few blocks. The negative? The wifi is awful! I clocked 2 Mbps on Speedtest. I used my cell phone as a hotspot instead. I mentioned it at checkout, and they said they would flag my account to be put in a room with a better wifi signal next visit. That's well and good - but it's 2023 - let's have good service throughout the facility!",11/16/23
878453906_596736,"Great hotel, great location Stayed here for the day while waiting for a late flight home. Very nice hotel - big room with nice bathroom and great view of the pool. Short walk to a beautiful beach - the resort fee covered two comfortable lounge chairs and an umbrella. Lots of restaurants and shopping around. I'd stay here again.",2/12/23
882393124_12007409,"Clean and Friendly Stay Thoroughly enjoyed my stay! Staff was super friendly and extremely helpful. They gave us wonderful suggestions on where to eat and things to do. The room was comfortable and clean as well as the bathroom had fresh towels and the large bottles of shampoo, conditioner and body lotion was fantastic! The breakfast was fresh and hot and the attendant was super friendly. I will definitely go back there again!!",3/16/23
